Category,Icon,Location,Refined_KR,Refined_EN,Original
Move,🚶,B3,이동 (상도 방면 승강장으로),Move (상도 Bound for 승강장으로),(B3) 상도 방면 승강장으로 이동
Move,🚶,B3,이동 (상수 방면 승강장으로),Move (상수 Bound for 승강장으로),(B3) 상수 방면 승강장으로 이동
Move,🚶,B3,이동 (상월곡 방면 승강장으로),Move (상월곡 Bound for 승강장으로),(B3) 상월곡 방면 승강장으로 이동
Move,🚶,B3,이동 (상일동 방면 승강장으로),Move (상일동 Bound for 승강장으로),(B3) 상일동 방면 승강장으로 이동
Move,🚶,B3,이동 (송정 방면 승강장으로),Move (송정 Bound for 승강장으로),(B3) 송정 방면 승강장으로 이동
Move,🚶,B3,이동 (숭실대입구 방면 승강장으로),Move (숭실대입구 Bound for 승강장으로),(B3) 숭실대입구 방면 승강장으로 이동
Move,🚶,B3,이동 (숭실대입구 방면 승강장으로),Move (숭실대입구 Bound for 승강장으로),(B3) 숭실대입구역 방면 승강장으로 이동
Move,🚶,B3,이동 (신대방삼거리 방면 승강장으로),Move (신대방삼거리 Bound for 승강장으로),(B3) 신대방삼거리 방면 승강장으로 이동
Move,🚶,B3,이동 (아차산 방면 승강장으로),Move (아차산 Bound for 승강장으로),(B3) 아차산 방면 승강장으로 이동
Move,🚶,B3,이동 (안국 방면 승강장으로),Move (안국 Bound for 승강장으로),(B3) 안국 방면 승강장으로 이동
Move,🚶,B3,이동 (안암 방면 승강장으로),Move (안암 Bound for 승강장으로),(B3) 안암 방면 승강장으로 이동
Move,🚶,B3,이동 (약수 방면 승강장으로),Move (약수 Bound for 승강장으로),(B3) 약수 방면 승강장으로 이동
Move,🚶,B3,이동 (양재 방면 승강장으로),Move (양재 Bound for 승강장으로),(B3) 양재 방면 승강장으로 이동
Move,🚶,B3,이동 (양평 방면 승강장으로),Move (양평 Bound for 승강장으로),(B3) 양평 방면 승강장으로 이동
Move,🚶,B3,이동 (왕십리 방면 승강장으로),Move (왕십리 Bound for 승강장으로),(B3) 왕십리 방면 승강장으로 이동
Move,🚶,B3,이동 (월곡 방면 승강장으로),Move (월곡 Bound for 승강장으로),(B3) 월곡 방면 승강장으로 이동
Move,🚶,B3,이동 (월드컵경기장 방면 승강장으로),Move (월드컵경기장 Bound for 승강장으로),(B3) 월드컵경기장 방면 승강장으로 이동
Move,🚶,B3,이동 (통로로),Move (통로로),(B3) 이동통로로 이동
Move,🚶,B3,이동 (이수 방면 승강장으로),Move (이수 Bound for 승강장으로),(B3) 이수 방면 승강장으로 이동
Move,🚶,B3,이동 (이수 방면 승강장으로),Move (이수 Bound for 승강장으로),(B3) 이수역 방면 승강장으로 이동
Move,🚶,B3,이동 (장승배기 방면 승강장으로),Move (장승배기 Bound for 승강장으로),(B3) 장승배기 방면 승강장으로 이동
Move,🚶,B3,이동 (장한평 방면 승강장으로),Move (장한평 Bound for 승강장으로),(B3) 장한평 방면 승강장으로 이동
Move,🚶,B3,이동 (종로3가 방면 승강장으로),Move (종로3가 Bound for 승강장으로),(B3) 종로3가 방면 승강장으로 이동
Move,🚶,B3,이동 (창신 방면 승강장으로),Move (창신 Bound for 승강장으로),(B3) 창신 방면 승강장으로 이동
Move,🚶,B3,이동 (천왕 방면 승강장으로),Move (천왕 Bound for 승강장으로),(B3) 천왕 방면 승강장으로 이동
Move,🚶,B3,이동 (천호 방면 승강장으로),Move (천호 Bound for 승강장으로),(B3) 천호 방면 승강장으로 이동
Move,🚶,B3,이동 (청구 방면 승강장으로),Move (청구 Bound for 승강장으로),(B3) 청구 방면 승강장으로 이동
Move,🚶,B3,이동 (청담 방면 승강장으로),Move (청담 Bound for 승강장으로),(B3) 청담 방면 승강장으로 이동
Move,🚶,B3,이동 (총신대입구 방면 승강장으로),Move (총신대입구 Bound for 승강장으로),(B3) 총신대입구 방면 승강장으로 이동
Move,🚶,B3,이동 (충무로 방면 승강장으로),Move (충무로 Bound for 승강장으로),(B3) 충무로 방면 승강장으로 이동
Move,🚶,B3,이동 (태릉입구 방면 승강장으로),Move (태릉입구 Bound for 승강장으로),(B3) 태릉입구 방면 승강장으로 이동
Move,🚶,B3,이동 (학동 방면 승강장으로),Move (학동 Bound for 승강장으로),(B3) 학동 방면 승강장으로 이동
Move,🚶,B3,이동 (학여울 방면 승강장으로),Move (학여울 Bound for 승강장으로),(B3) 학여울 방면 승강장으로 이동
Move,🚶,B3,이동 (홍대입구 방면 승강장으로),Move (홍대입구 Bound for 승강장으로),(B3) 홍대입구 방면 승강장으로 이동
Move,🚶,B3,이동 (홍제 방면 승강장으로),Move (홍제 Bound for 승강장으로),(B3) 홍제 방면 승강장으로 이동
Move,🚶,B4,이동 (3호선 경찰병원 방면 승강장으로),Move (3Line  경찰병원 Bound for 승강장으로),(B4) 3호선 경찰병원 방면 승강장으로 이동
Move,🚶,B4,이동 (5호선 동대문사문화공원 방면 승강장으로),Move (5Line  동대문사문화공원 Bound for 승강장으로),(B4) 5호선 동대문역사문화공원 방면 승강장으로 이동
Move,🚶,B4,이동 (5호선 신금호 방면 승강장으로),Move (5Line  신금호 Bound for 승강장으로),(B4) 5호선 신금호 방면 승강장으로 이동
Move,🚶,B4,이동 (경복궁 방면 승강장으로),Move (경복궁 Bound for 승강장으로),(B4) 경복궁 방면 승강장으로 이동
Move,🚶,B4,이동 (계양 방면 승강장으로),Move (계양 Bound for 승강장으로),(B4) 계양 방면 승강장으로 이동
Move,🚶,B4,이동 (공덕 방면 승강장으로),Move (공덕 Bound for 승강장으로),(B4) 공덕 방면 승강장으로 이동
Move,🚶,B4,"이동 (길동, 둔촌동 방면 승강장으로)","Move (길동, 둔촌동 Bound for 승강장으로)","(B4) 길동, 둔촌동 방면 승강장으로 이동"
Move,🚶,B4,이동 (김포골드라인 고촌 방면 승강장으로),Move (김포골드라인 고촌 Bound for 승강장으로),(B4) 김포골드라인 고촌 방면 승강장으로 이동
Move,🚶,B4,이동 (남성 방면 승강장으로),Move (남성 Bound for 승강장으로),(B4) 남성 방면 승강장으로 이동
Move,🚶,B4,이동 (내방 방면 승강장으로),Move (내방 Bound for 승강장으로),(B4) 내방 방면 승강장으로 이동
Move,🚶,B4,이동 (녹사평 방면 승강장으로),Move (녹사평 Bound for 승강장으로),(B4) 녹사평 방면 승강장으로 이동
Move,🚶,B4,이동 (대합실),Move (대합실),(B4) 대합실 이동
Move,🚶,B4,이동 (독바위 방면 승강장으로),Move (독바위 Bound for 승강장으로),(B4) 독바위 방면 승강장으로 이동
Move,🚶,B4,이동 (동묘앞 방면 승강장으로),Move (동묘앞 Bound for 승강장으로),(B4) 동묘앞 방면 승강장으로 이동
Move,🚶,B4,이동 (디지털미디어시티 방면 승강장으로),Move (디지털미디어시티 Bound for 승강장으로),(B4) 디지털미디어시티 방면 승강장으로 이동
Move,🚶,B4,이동 (망원 방면 승강장으로),Move (망원 Bound for 승강장으로),(B4) 망원 방면 승강장으로 이동
Move,🚶,B4,이동 (명동 방면 승강장으로),Move (명동 Bound for 승강장으로),(B4) 명동 방면 승강장으로 이동
Move,🚶,B4,이동 (버티고개 방면 승강장으로),Move (버티고개 Bound for 승강장으로),(B4) 버티고개 방면 승강장으로 이동
Move,🚶,B4,이동 (보문 방면 승강장으로),Move (보문 Bound for 승강장으로),(B4) 보문 방면 승강장으로 이동
Move,🚶,B4,이동 (서울 방면 승강장으로),Move (서울 Bound for 승강장으로),(B4) 서울역 방면 승강장으로 이동
Elevator Activity,🛗,B4,엘리베이터 탑승 (서해선 능곡방면),Enter Elevator (서해선 능곡Bound for),(B4) 서해선 능곡방면 엘리베이터 탑승
Elevator Activity,🛗,B4,엘리베이터 탑승 (서해선 원종방면),Enter Elevator (서해선 원종Bound for),(B4) 서해선 원종방면 엘리베이터 탑승
Move,🚶,B4,이동 (승강장으로),Move (승강장으로),(B4) 승강장으로 이동
Move,🚶,B4,이동 (안암 방면 승강장으로),Move (안암 Bound for 승강장으로),(B4) 안암 방면 승강장으로 이동
Move,🚶,B4,이동 (여의도 방면 승강장으로),Move (여의도 Bound for 승강장으로),(B4) 여의도 방면 승강장으로 이동
Move,🚶,B4,이동 (영등포시장 방면 승강장으로),Move (영등포시장 Bound for 승강장으로),(B4) 영등포시장 방면 승강장으로 이동
Move,🚶,B4,이동 (월곡 방면 승강장으로),Move (월곡 Bound for 승강장으로),(B4) 월곡 방면 승강장으로 이동
Elevator Activity,🛗,B4,엘리베이터 하차 (자양 방면 지하4층),Exit Elevator (자양 Bound for 지하4층),(B4) 자양 방면 지하4층 엘리베이터 하차
Move,🚶,B4,이동 (종로3가 방면 승강장으로),Move (종로3가 Bound for 승강장으로),(B4) 종로3가 방면 승강장으로 이동
Move,🚶,B4,이동 (천호 방면 승강장으로),Move (천호 Bound for 승강장으로),(B4) 천호 방면 승강장으로 이동
Move,🚶,B4,이동 (효창공원앞 방면 승강장으로),Move (효창공원앞 Bound for 승강장으로),(B4) 효창공원앞 방면 승강장으로 이동
Elevator Activity,🛗,B4,엘리베이터 하차 (강남구청 방면 지하4층),Exit Elevator (강남구청 Bound for 지하4층),(B4)강남구청 방면 지하4층 엘리베이터 하차
Move,🚶,B5,이동 (9호선 사평 방면 승강장으로),Move (9Line  사평 Bound for 승강장으로),(B5) 9호선 사평 방면 승강장으로 이동
Move,🚶,B5,이동 (가산디지털단지 방면 승강장으로),Move (가산디지털단지 Bound for 승강장으로),(B5) 가산디지털단지 방면 승강장으로 이동
Move,🚶,B5,이동 (녹사평 방면 승강장으로),Move (녹사평 Bound for 승강장으로),(B5) 녹사평 방면 승강장으로 이동
Move,🚶,B5,이동 (대림 방면 승강장으로),Move (대림 Bound for 승강장으로),(B5) 대림 방면 승강장으로 이동
Move,🚶,B5,이동 (대치 방면 승강장으로),Move (대치 Bound for 승강장으로),(B5) 대치 방면 승강장으로 이동
Move,🚶,B5,이동 (대합실로),Move (대합실로),(B5) 대합실로 이동
Move,🚶,B5,이동 (마장 방면 승강장으로),Move (마장 Bound for 승강장으로),(B5) 마장 방면 승강장으로 이동
Move,🚶,B5,이동 (서울 방면 승강장으로),Move (서울 Bound for 승강장으로),(B5) 서울역 방면 승강장으로 이동
Move,🚶,B5,이동 (승강장으로),Move (승강장으로),(B5) 승강장으로 이동
Move,🚶,B5,이동 (신금호 방면 승강장으로),Move (신금호 Bound for 승강장으로),(B5) 신금호 방면 승강장으로 이동
Move,🚶,B5,이동 (영등포시장 방면 승강장으로),Move (영등포시장 Bound for 승강장으로),(B5) 영등포시장 방면 승강장으로 이동
Move,🚶,B5,이동 (오목교 방면 승강장으로),Move (오목교 Bound for 승강장으로),(B5) 오목교 방면 승강장으로 이동
Move,🚶,B5,이동 (한강진 방면 승강장으로),Move (한강진 Bound for 승강장으로),(B5) 한강진 방면 승강장으로 이동
Move,🚶,B5,이동 (행당 방면 승강장으로),Move (행당 Bound for 승강장으로),(B5) 행당 방면 승강장으로 이동
Move,🚶,B5,이동 (홍대입구 방면 승강장으로),Move (홍대입구 Bound for 승강장으로),(B5) 홍대입구 방면 승강장으로 이동
Move,🚶,B6,이동 (남성 방면 승강장으로),Move (남성 Bound for 승강장으로),(B6) 남성 방면 승강장으로 이동
Move,🚶,B6,이동 (상도 방면 승강장으로),Move (상도 Bound for 승강장으로),(B6) 상도 방면 승강장으로 이동
Move,🚶,B6,이동 (신길 방면 승강장으로),Move (신길 Bound for 승강장으로),(B6) 신길 방면 승강장으로 이동
Move,🚶,B8,이동 (청구 방면 승강장으로),Move (청구 Bound for 승강장으로),(B8) 청구 방면 승강장으로 이동
Move,🚶,B8,이동 (행당 방면 승강장으로),Move (행당 Bound for 승강장으로),(B8) 행당 방면 승강장으로 이동
Elevator Activity,🛗,F1,엘리베이터 탑승 (2번 출입구),Enter Elevator (2번 Exit),(F1) 2번 출입구 엘리베이터 탑승
Move,🚶,,이동 (1호선 대합실로),Move (1Line  대합실로),1호선 대합실로 이동
Elevator Activity,🛗,,엘리베이터 탑승 (1호선 망월사 방면),Enter Elevator (1Line  망월사 Bound for),1호선 망월사 방면 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (1호선 방향),Enter Elevator (1Line  방향),1호선 방향 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (1호선 영등포 방면),Enter Elevator (1Line  영등포 Bound for),1호선 영등포 방면 엘리베이터 탑승
Elevator Activity,🛗,1,엘리베이터 하차 (1호선 종로3가 청량리방면 지하2층),Exit Elevator (1Line  종로3가 청량리Bound for 지하2층),1호선 종로3가(1)역 청량리방면 지하2층 엘리베이터 하차
Move,🚶,,이동 (1호선 환승),Move (1Line  환승),1호선 환승 엘리베이터 이동
Elevator Activity,🛗,,엘리베이터 탑승 (2F 8번출구),Enter Elevator (2F 8번Exit),2F 8번출구 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (2번/3번 출입구 사이 외부),Enter Elevator (2번/3번 Exit 사이 외부),2번/3번 출입구 사이 외부 엘리베이터 탑승
Move,🚶,,이동 (2번출구 외부 1호기 로),Move (2번Exit 외부 1호기 로),2번출구 외부 1호기 엘리베이터로 이동
Elevator Activity,🛗,,"엘리베이터 탑승 (2호선 대림, 문래 방면)","Enter Elevator (2Line  대림, 문래 Bound for)","2호선 대림, 문래 방면 엘리베이터 탑승"
Subway Activity,🚉,,승차 (2호선 대합실 방향 휠체어리프트),Board (2Line  대합실 방향 휠체어리프트),2호선 대합실 방향 휠체어리프트 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (2호선 도림천 방면),Enter Elevator (2Line  도림천 Bound for),2호선 도림천 방면 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (2호선 방배 방면),Enter Elevator (2Line  방배 Bound for),2호선 방배 방면 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (2호선 방향 환승),Enter Elevator (2Line  방향 환승),2호선 방향 환승 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (2호선 신당 방면),Enter Elevator (2Line  신당 Bound for),2호선 신당 방면 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (2호선 을지로4가 방면),Enter Elevator (2Line  을지로4가 Bound for),2호선 을지로4가 방면 엘리베이터 탑승
Move,🚶,,이동 (2호선 을지로입구 방면 승강장으로),Move (2Line  을지로입구 Bound for 승강장으로),2호선 을지로입구 방면 승강장으로 이동
Move,🚶,,이동 (3번 출입구),Move (3번 Exit),3번 출입구 옆 엘리베이터 이동
Subway Activity,🚉,,승차 (3호선 환승통로 방향 휠체어리프트),Board (3Line  환승통로 방향 휠체어리프트),3호선 환승통로 방향 휠체어리프트 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (4번/5번 출입구 사이 외부),Enter Elevator (4번/5번 Exit 사이 외부),4번/5번 출입구 사이 외부 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (4호선 방향),Enter Elevator (4Line  방향),4호선 방향 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (4호선 승강장 방향),Enter Elevator (4Line  승강장 방향),4호선 승강장 방향 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (5호선 마장 방면),Enter Elevator (5Line  마장 Bound for),5호선 마장 방면 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (5호선 행당 방면),Enter Elevator (5Line  행당 Bound for),5호선 행당 방면 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (5호선방면 지상1층),Enter Elevator (5Line Bound for 지상1층),5호선방면 지상1층 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (6호선 대흥 방면),Enter Elevator (6Line  대흥 Bound for),6호선 대흥 방면 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (6호선 승강장 방면),Enter Elevator (6Line  승강장 Bound for),6호선 승강장 방면 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (6호선 환승),Enter Elevator (6Line  환승),6호선 환승 엘리베이터 탑승
Move,🚶,,이동 (7호선 대합실로),Move (7Line  대합실로),7호선 대합실로  이동
Move,🚶,,이동 (7호선 어린이대공원 방면 승강장),Move (7Line  어린이대공원 Bound for 승강장),7호선 어린이대공원 방면 승강장 이동
Elevator Activity,🛗,,엘리베이터 탑승 (8호선 몽촌토성 방면),Enter Elevator (8Line  몽촌토성 Bound for),8호선 몽촌토성 방면 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (8호선 석촌 방면),Enter Elevator (8Line  석촌 Bound for),8호선 석촌 방면 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (9/10번 출입구방향 환승),Enter Elevator (9/10번 Exit방향 환승),9/10번 출입구방향 환승 엘리베이터 탑승
Move,🚶,,이동 (9호선 대합실로),Move (9Line  대합실로),9호선 대합실로 이동
Subway Activity,🚉,,하차 (B5 하선 승강장(3-2)),Alight (B5 하선 승강장(3-2)),B5 하선 승강장(3-2) 하차
Elevator Activity,🛗,,엘리베이터 하차 (B6층 승강장),Exit Elevator (B6층 승강장),B6층 승강장 엘리베이터 하차
Unknown,?,,F1) 지상1층 1번 출입구,F1) 지상1층 1번 출입구,F1) 지상1층 1번 출입구
Elevator Activity,🛗,,엘리베이터 탑승 (경의중앙선 응봉 방면),Enter Elevator (경의중앙선 응봉 Bound for),경의중앙선 응봉 방면 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (경의중앙선 한남 방면),Enter Elevator (경의중앙선 한남 Bound for),경의중앙선 한남 방면 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (경의중앙선 환승),Enter Elevator (경의중앙선 환승),경의중앙선 환승 엘리베이터 탑승
Subway Activity,🚉,,승차 (공덕 방면),Board (공덕 Bound for),공덕 방면 승차
Elevator Activity,🛗,,엘리베이터 탑승 (공릉 방면),Enter Elevator (공릉 Bound for),공릉 방면 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (공항철도 방향),Enter Elevator (공항철도 방향),공항철도 방향 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (공항철도 서울 방면),Enter Elevator (공항철도 서울 Bound for),공항철도 서울역 방면 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (공항철도 홍대입구 방면),Enter Elevator (공항철도 홍대입구 Bound for),공항철도 홍대입구 방면 엘리베이터 탑승
Subway Activity,🚉,,승차 (광흥창 방면),Board (광흥창 Bound for),광흥창 방면 승차
Elevator Activity,🛗,,엘리베이터 탑승 (교대방면),Enter Elevator (교대Bound for),교대방면 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (김포골드라인 대합실 고촌 방면),Enter Elevator (김포골드라인 대합실 고촌 Bound for),김포골드라인 대합실 고촌 방면 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (대흥 방면),Enter Elevator (대흥 Bound for),대흥 방면 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (도림천 방면),Enter Elevator (도림천 Bound for),도림천 방면 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (먹골 방면),Enter Elevator (먹골 Bound for),먹골 방면 엘리베이터 탑승
Gate,🎫,,게이트 통과 (보라매 방면 앞 표 내는 곳),Pass Gate (보라매 Bound for 앞 표 내는 곳),보라매 방면 엘리베이터 앞 표 내는 곳 통과
Move,🚶,,이동 (승강장 방향 통로로),Move (승강장 방향 통로로),승강장 방향 이동통로로 이동
Elevator Activity,🛗,,엘리베이터 탑승 (신림선 보라매공원 방면),Enter Elevator (신림선 보라매공원 Bound for),신림선 보라매공원 방면 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (신림선 서울지방병무청 방면),Enter Elevator (신림선 서울지방병무청 Bound for),신림선 서울지방병무청 방면 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (신림선 승강장 방향),Enter Elevator (신림선 승강장 방향),신림선 승강장 방향 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (양재시민의숲 방면),Enter Elevator (양재시민의숲 Bound for),양재시민의숲 방면 엘리베이터 탑승
Unknown,?,,엘리베이터 이용,엘리베이터 이용,엘리베이터 이용
Move,🚶,,이동 (우이신설선 보문 방면 승강장으로),Move (우이신설선 보문 Bound for 승강장으로),우이신설선 보문 방면 승강장으로 이동
Elevator Activity,🛗,,엘리베이터 탑승 (우이신설선 성신여대입구 방면),Enter Elevator (우이신설선 성신여대입구 Bound for),우이신설선 성신여대입구 방면 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (우이신설선 신설동 방면),Enter Elevator (우이신설선 신설동 Bound for),우이신설선 신설동 방면 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (인천2호선 검바위 방면),Enter Elevator (인천2Line  검바위 Bound for),인천2호선 검바위 방면 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (인천2호선 대합실 방향),Enter Elevator (인천2Line  대합실 방향),인천2호선 대합실 방향 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (일반열차 승강장 방향),Enter Elevator (일반열차 승강장 방향),일반열차 승강장 방향 엘리베이터 탑승
Gate,🎫,,게이트 통과 (자동개집표기 구),Pass Gate (자동개집표기 구),자동개집표기 구역 통과
Elevator Activity,🛗,,엘리베이터 탑승 (잠원방면),Enter Elevator (잠원Bound for),잠원방면 엘리베이터 탑승
Gate,🎫,,게이트 통과 (장승배기 방면 앞 표 내는 곳),Pass Gate (장승배기 Bound for 앞 표 내는 곳),장승배기 방면 엘리베이터 앞 표 내는 곳 통과
Move,🚶,,이동 (지하 1층 제기동 방면 승강장으로),Move (지하 1층 제기동 Bound for 승강장으로),지하 1층 제기동 방면 승강장으로 이동
Move,🚶,,이동 (지하 1층 회기 방면 승강장으로),Move (지하 1층 회기 Bound for 승강장으로),지하 1층 회기 방면 승강장으로 이동
Move,🚶,,이동 (지하 2층 승강장으로),Move (지하 2층 승강장으로),지하 2층 승강장으로 이동
Move,🚶,,이동 (지하2층으로),Move (지하2층으로),지하2층으로 이동
Elevator Activity,🛗,,엘리베이터 하차 (지하3층 승강장),Exit Elevator (지하3층 승강장),지하3층 승강장 엘리베이터 하차
Elevator Activity,🛗,,엘리베이터 탑승 (태릉입구 방면),Enter Elevator (태릉입구 Bound for),태릉입구 방면  엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (환승),Enter Elevator (환승),환승 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (효창공원앞 방면),Enter Elevator (효창공원앞 Bound for),효창공원앞 방면 엘리베이터 탑승
Move,🚶,1F,이동 (경의중앙선 한남 방면 승강장으로),Move (경의중앙선 한남 Bound for 승강장으로),(1F) 경의중앙선 한남 방면 승강장으로 이동
Move,🚶,1F,이동 (사 바깥으로),Move (사 바깥으로),(1F) 역사 바깥으로 이동
Move,🚶,2F,이동 (2호선 환승통로로),Move (2Line  환승통로로),(2F) 2호선 환승통로로 이동
Move,🚶,3F,이동 (이촌 방면 승강장으로),Move (이촌 Bound for 승강장으로),(3F) 이촌 방면 승강장으로 이동
Move,🚶,3F,이동 (인천2호선 검바위 방면 승강장으로),Move (인천2Line  검바위 Bound for 승강장으로),(3F) 인천2호선 검바위 방면 승강장으로 이동
Move,🚶,B1,이동 (2호선 방향 환승통로로),Move (2Line  방향 환승통로로),(B1) 2호선 방향 환승통로로 이동
Move,🚶,B1,이동 (9호선 대합실로),Move (9Line  대합실로),(B1) 9호선 대합실로 이동
Move,🚶,B1,이동 (우이신설선 대합실로),Move (우이신설선 대합실로),(B1) 우이신설선 대합실로 이동
Elevator Activity,🛗,B2,엘리베이터 하차 (2호선 당산방면),Exit Elevator (2Line  당산Bound for),(B2) 2호선 당산방면 엘리베이터 하차
Move,🚶,B2,이동 (2호선 대림 방면 승강장으로),Move (2Line  대림 Bound for 승강장으로),(B2) 2호선 대림 방면 승강장으로 이동
Move,🚶,B2,이동 (2호선 도림천 방면 승강장으로),Move (2Line  도림천 Bound for 승강장으로),(B2) 2호선 도림천 방면 승강장으로 이동
Move,🚶,B2,이동 (2호선 문래 방면 승강장으로),Move (2Line  문래 Bound for 승강장으로),(B2) 2호선 문래 방면 승강장으로 이동
Elevator Activity,🛗,B2,엘리베이터 하차 (2호선 문래방면),Exit Elevator (2Line  문래Bound for),(B2) 2호선 문래방면 엘리베이터 하차
Move,🚶,B2,이동 (2호선 방배 방면 승강장으로),Move (2Line  방배 Bound for 승강장으로),(B2) 2호선 방배 방면 승강장으로 이동
Move,🚶,B2,이동 (2호선 상왕십리 방면 승강장으로),Move (2Line  상왕십리 Bound for 승강장으로),(B2) 2호선 상왕십리 방면 승강장으로 이동
Move,🚶,B2,이동 (2호선 신당 방면 승강장으로),Move (2Line  신당 Bound for 승강장으로),(B2) 2호선 신당 방면 승강장으로 이동
Move,🚶,B2,이동 (3호선 환승통로),Move (3Line  환승통로),(B2) 3호선 환승통로 이동
Move,🚶,B2,이동 (6호선 대흥 방면 승강장으로),Move (6Line  대흥 Bound for 승강장으로),(B2) 6호선 대흥 방면 승강장으로 이동
Move,🚶,B2,이동 (6호선 효창공원앞 방면 승강장으로),Move (6Line  효창공원앞 Bound for 승강장으로),(B2) 6호선 효창공원앞 방면 승강장으로 이동
Move,🚶,B2,이동 (6호선 효창공원앞 승강장으로),Move (6Line  효창공원앞 승강장으로),(B2) 6호선 효창공원앞 승강장으로 이동
Move,🚶,B2,이동 (경의중앙선 용산 방면 승강장으로),Move (경의중앙선 용산 Bound for 승강장으로),(B2) 경의중앙선 용산 방면 승강장으로 이동
Move,🚶,B2,이동 (대흥 방면 승강장으로),Move (대흥 Bound for 승강장으로),(B2) 대흥 방면 승강장으로 이동
Move,🚶,B2,이동 (도림천 방면 승강장으로),Move (도림천 Bound for 승강장으로),(B2) 도림천 방면 승강장으로 이동
Move,🚶,B2,이동 (월드컵경기장 방면 승강장으로),Move (월드컵경기장 Bound for 승강장으로),(B2) 월드컵경기장 방면 승강장으로 이동
Move,🚶,B3,이동 (6호선 대합실로),Move (6Line  대합실로),(B3) 6호선 대합실로 이동
Move,🚶,B3,이동 (7호선 대합실로),Move (7Line  대합실로),(B3) 7호선 대합실로 이동
Move,🚶,B3,이동 (8호선 몽촌토성 방면 승강장으로),Move (8Line  몽촌토성 Bound for 승강장으로),(B3) 8호선 몽촌토성 방면 승강장으로 이동
Move,🚶,B3,이동 (8호선 석촌 방면 승강장으로),Move (8Line  석촌 Bound for 승강장으로),(B3) 8호선 석촌 방면 승강장으로 이동
Move,🚶,B3,이동 (버티고개 방면 승강장으로),Move (버티고개 Bound for 승강장으로),(B3) 버티고개 방면 승강장으로 이동
Move,🚶,B3,이동 (신당 방면 승강장으로),Move (신당 Bound for 승강장으로),(B3) 신당 방면 승강장으로 이동
Move,🚶,B3,이동 (신림선 당곡 방면 승강장으로),Move (신림선 당곡 Bound for 승강장으로),(B3) 신림선 당곡 방면 승강장으로 이동
Move,🚶,B3,이동 (신림선 보라매공원 방면 승강장으로),Move (신림선 보라매공원 Bound for 승강장으로),(B3) 신림선 보라매공원 방면 승강장으로 이동
Move,🚶,B3,이동 (신림선 서울지방병무청 방면 승강장으로),Move (신림선 서울지방병무청 Bound for 승강장으로),(B3) 신림선 서울지방병무청 방면 승강장으로 이동
Move,🚶,B3,이동 (신림선 서원 방면 승강장으로),Move (신림선 서원 Bound for 승강장으로),(B3) 신림선 서원 방면 승강장으로 이동
Move,🚶,B3,이동 (환승 대합실로),Move (환승 대합실로),(B3) 환승 대합실로 이동
Move,🚶,B4,이동 (6호선 독바위 방면 승강장으로),Move (6Line  독바위 Bound for 승강장으로),(B4) 6호선 독바위 방면 승강장으로 이동
